latitude,longitude
47.7544444,-122.1622222
30.4505556,-91.1544444
-29.73485,151.738495
41.8758333,-72.8016667
40.3355556,-75.9272222
33.4483333,-112.0733333
44.715079,-67.461376
34.1013889,-84.5194444
47.6063889,-122.3308333
34.163156,-84.498691
29.7855556,-95.8241667
46.1383333,-122.9369444
37.1305556,-121.6533333
38.3566667,-121.9866667
46.5,-80.966667
32.7677778,-117.0222222
37.0511111,-122.0136111
44.0313889,-70.105
33.9908333,-118.4591667
34.0983333,-118.3258333
39.7475,-75.3108333
40.3641667,-74.9516667
51.083333,-114.083333
42.4927778,-92.3427778
36.175,-115.1363889
51.883333,0.9
39.36,-84.31
40.5866667,-122.3905556
40.4405556,-79.9961111
42.7158333,-78.8297222
41.5308333,-75.5458333
32.755488,-97.330766
42.1711111,-87.8444444
30.3583333,-103.6605556
33.6188889,-117.9280556
58.3019444,-134.4197222
24.6694444,-81.3541667
24.7133333,-81.0905556
40.0530556,-111.6727778
19.432608,-99.133208
39.9625,-76.7280556
37.1327778,-104.8483333
39.1369444,-76.6986111
20.023056,-155.671667
41.85,-87.65
32.9627778,-117.035
32.7833333,-96.8
38.8813889,-94.8188889
30.2669444,-97.7427778
46.6311111,-68.4066667
40.7141667,-74.0063889
39.0741667,-81.5533333
35.2269444,-80.8433333
29.6908333,-95.2088889
34.8697222,-111.7602778
49.25,-123.133333
22.890533,-109.916737
40.4166667,-86.8752778
32.5230556,-92.6377778
52.466667,-1.916667
40.7141667,-74.0063889
32.8880556,-84.3266667
44.3105556,-69.78
41.0530556,-82.7263889
-37.931671,145.440933
40.7141667,-74.0063889
26.9294444,-82.0455556
33.5091667,-111.8983333
31.9363889,-81.9286111
34.4838889,-114.3216667
39.0997222,-94.5783333
36.1630556,-82.8311111
47.6816667,-122.2075
22.396428,114.109497
42.4391667,-123.3272222
37.3394444,-121.8938889
50.116667,8.683333
33.8158333,-78.6802778
37.5455556,-97.2686111
35.233971,-92.387655
48.1958333,-114.3119444
43.666667,-79.416667
38.2205556,-90.3958333
43.6630556,-116.6863889
45.3575,-122.6055556
33.3061111,-111.8405556
37.9061111,-122.5438889
21.469114,-78.656894
30.316495,78.032192
36.6080556,-79.2955556
35.9152778,-94.9697222
32.2530556,-93.1655556
41.38871,33.78273
34.1394444,-117.9763889
41.9266667,-73.9130556
37.1811111,-79.6175
32.8438889,-97.1427778
45.798539,-66.697623
42.5416667,-96.5055556
42.7652778,-71.4680556
39.0997222,-94.5783333
40.805,-81.9352778
33.3061111,-111.8405556
49.45,7.533333
29.1869444,-82.1402778
36.883678,-76.299005
36.7983333,-81.6825
41.4338889,-79.7066667
4.860416,-58.93018
41.6302778,-87.8538889
38.4094444,-80.5580556
36.7005556,-95.6377778
33.9480556,-86.4727778
40.1672222,-105.1013889
35.9605556,-83.9208333
40.7141667,-74.0063889
38.9338889,-76.8969444
40.057838,-74.137183
45.9697222,-89.8919444
38.4119444,-122.7933333
33.2486111,-111.6336111
41.6008333,-87.6069444
42.7852778,-88.405
30.3641667,-85.4383333
41.2411111,-77.0013889
27.0591667,-80.1366667
34.6991667,-86.7483333
38.2027778,-75.6927778
32.1488889,-81.1633333
38.8822222,-77.1713889
42.0372222,-88.2811111
39.5297222,-119.8127778
46.622392,-75.921546
33.9533333,-117.3952778
9.925201,78.119775
30.3341667,-81.3988889
34.1336111,-117.9066667
27.3361111,-82.5308333
38.7955556,-77.6141667
42.1947222,-122.7083333
42.0983333,-76.0497222
41.2372222,-82.12
33.4016667,-86.9544444
42.3333333,-88.2666667
33.4222222,-111.8219444
40.2736111,-76.8847222
26.5625,-81.9497222
50.573134,-4.915697
35.385924,-94.398547
41.4683333,-75.6033333
48.5569444,-113.0125
44.223329,-76.650818
30.3494444,-97.37
52.133333,-106.666667
39.1458333,-121.5902778
33.5091667,-111.8983333
42.075,-72.0338889
41.5733333,-87.7844444
48.5127778,-122.6113889
46.7313889,-117.1786111
35.2269444,-80.8433333
32.7152778,-117.1563889
40.7519444,-80.3194444
35.730631,-78.859752
46.8605556,-68.0125
38.6055556,-86.1011111
35.1697222,-107.8902778
36.8527778,-75.9783333
43.6230556,-96.9422222
36.193889,-82.738889
36.2138889,-83.295
53.416667,-3
46.1541667,-119.0327778
32.2047222,-95.8552778
41.610331,-93.824691
30.7816667,-85.5386111
46.1541667,-119.0327778
38.5366667,-82.6830556
45.4222222,-116.3144444
26.1416667,-81.795
43.1905556,-112.3441667
31.4716667,-83.6469444
33.4483333,-112.0733333
42.375,-70.9833333
32.2216667,-110.9258333
51.514125,-0.093689
33.8958333,-118.2191667
34.0005556,-81.035
36.175,-115.1363889
43.633333,-80.033333
29.84146,-95.25579
38.5816667,-121.4933333
33.4147222,-111.9086111
40.8788889,-73.1572222
40.9025,-74.4075
46.283333,-72.833333
40.7141667,-74.0063889
41.611143,-86.722719
42.6388889,-83.2911111
34.2163889,-117.4005556
40.7141667,-74.0063889
34.1480556,-117.9980556
35.6869444,-105.9372222
34.0952778,-118.1261111
43.0055556,-88.8072222
41.1669444,-73.2052778
29.7630556,-95.3630556
28.1486111,-80.5886111
47.9252778,-97.0325
38.8133333,-82.7269444
41.9291667,-72.6277778
44.0805556,-103.2305556
48.0841667,-121.9675
51.882778,-3.996389
39.5186111,-104.7608333
33.7222222,-116.3736111
40.7141667,-74.0063889
32.3861111,-94.8755556
36.7477778,-119.7713889
39.6005556,-82.9461111
22.890533,-109.916737
32.8269444,-93.845
49.283333,-122.85
53.433333,-1.35
42.0986111,-75.9183333
36.1630556,-82.8311111
53.745671,-0.336741
40.1672222,-105.1013889
47.3811111,-122.2336111
38.885841,-94.53301
39.3330556,-82.9825
37.1183333,-82.8269444
26.1902778,-97.6958333
43.4666667,-112.0333333
39.8636111,-77.0561111
36.0725,-79.7922222
38.9716667,-95.235
33.8158333,-78.6802778
39.3508333,-101.7097222
35.0844444,-106.6505556
43.193852,-71.572395
42.6458333,-85.2908333
30.5019444,-90.7477778
47.3225,-122.3113889
42.9027778,-73.6877778
61.5997222,-149.1127778
38.5816667,-121.4933333
34.8555556,-86.7508333
42.1391667,-87.9288889
44.0522222,-123.0855556
50.492122,-104.268777
33.4483333,-112.0733333
43.6613889,-70.2558333
43.161748,-70.648258
26.4611111,-80.0730556
33.8444444,-117.7763889
45.5236111,-122.675
39.3119444,-121.4166667
55.125795,-120.993154
39.2086111,-81.1575
32.0833333,-81.1
43.0280556,-73.3816667
41.0997222,-80.6497222
33.8158333,-78.6802778
33.9561111,-83.9880556
40.717854,-73.774262
30.3672222,-89.0927778
45.2325,-88.0075
41.4538889,-75.3830556
21.3069444,-157.8583333
40.5866667,-122.3905556
61.2180556,-149.9002778
44.3377778,-72.7566667
29.9427778,-90.3516667
54.55,-3.6
41.658445,-70.128629
34.2308333,-111.3244444
37.8858333,-122.1169444
43.1547222,-77.6158333
34.0522222,-118.2427778
53.013208,-2.2273
26.1,-80.4
43.044848,-73.630073
43.4802778,-72.3852778
36.3302778,-119.2911111
44.9444444,-93.0930556
41.5605556,-99.25
1.352083,103.819836
35.075,-85.0622222
34.0522222,-118.2427778
41.9761111,-72.5922222
40.68,-102.8388889
34.2783333,-119.2922222
47.6063889,-122.3308333
39.7030556,-78.5680556
33.5777778,-101.8547222
27.8258333,-82.8291667
44.1280556,-68.8747222
25.686614,-100.316113
36.0102778,-84.2697222
38.6272222,-90.1977778
45.918799,-79.9257
34.0038889,-117.0611111
37.9886111,-84.4777778
34.4208333,-119.6972222
37.5536111,-77.4605556
39.4194444,-76.7805556
43.3227778,-76.4175
47.9791667,-122.2008333
46.6022222,-120.5047222
37.8822222,-119.8547222
45.583333,-72
37.644071,-118.963546
41.2411111,-77.0013889
51.083333,-114.083333
34.451249,-112.267407
30.3569444,-87.1638889
38.3363889,-75.0852778
45.1244444,-92.6733333
37.985,-103.5433333
40.5186111,-78.395
25.7738889,-80.1938889
41.3080556,-72.9286111
24.5552778,-81.7827778
26.8327778,-81.0933333
45.5236111,-122.675
29.2433333,-81.0377778
42.0269444,-84.4694444
44.271026,-71.305528
43.4697222,-91.5108333
36.8352778,-76.2986111
36.135,-111.2391667
35.3272222,-96.925
40.7141667,-74.0063889
40.8,-96.6666667
41.9433333,-75.6
42.0527778,-124.2827778
30.5080556,-97.6786111
42.9758333,-76.5711111
34.0211111,-118.3955556
34.0522222,-118.2427778
34.9530556,-120.4347222
48.6483333,-118.7366667
39.6294444,-79.9561111
37.3688889,-122.0352778
40.057838,-74.137183
35.6869444,-105.9372222
41.6555556,-74.6897222
34.0633333,-117.65
33.8675,-117.9972222
52.954783,-1.158109
33.8752778,-117.5655556
41.6661111,-81.3397222
32.7947222,-116.9616667
40.5866667,-122.3905556
39.6416667,-77.7202778
52.040622,-0.759417
47.492483,-122.196438
41.6088889,-73.6822222
25.858244,-81.385069
40.5983333,-124.1561111
45.35,-72.516667
41.5622222,-72.6511111
30.3319444,-81.6558333
36.175,-115.1363889
44.9444444,-93.0930556
13.083735,-59.529674
47.1219444,-88.5688889
35.9938889,-78.8988889
40.6638889,-74.2111111
30.3155556,-89.2475
43.225,-79.98
36.7477778,-119.7713889
32.692651,-114.627692
39.7391667,-104.9841667
46.6022222,-120.5047222
28.1458333,-82.7569444
37.5536111,-77.4605556
40.351437,-84.373839
33.8752778,-117.5655556
35.1166667,-80.7238889
37.3280556,-87.4988889
41.2586111,-95.9375
33.5508333,-79.0416667
45.6388889,-122.6602778
42.8886111,-88.0383333
34.0983333,-118.3258333
36.6102778,-88.3147222
29.0255556,-80.9272222
40.272292,-81.605954
49.833333,-99.95
34.507769,-109.384203
21.5027778,-158.0236111
52.133333,-0.45
33.4483333,-112.0733333
28.3858333,-80.7422222
33.5161111,-90.1794444
40.0116667,-89.8480556
38.2541667,-85.7594444
40.7608333,-111.8902778
37.3541667,-121.9541667
41.9266667,-73.9130556
41.8136111,-71.3705556
32.7152778,-117.1563889
47.5302778,-122.0313889
37.315326,-93.5852
35.9525,-80.84
41.7672222,-71.3652778
37.775,-122.4183333
33.8622222,-118.3986111
40.691613,-112.00105
34.0966667,-117.7188889
39.5347222,-107.7825
38.9605556,-89.0936111
38.9180556,-78.1947222
32.7152778,-117.1563889
40.3211111,-79.3797222
42.1958333,-70.7263889
42.1969444,-88.0933333
36.8055556,-114.0663889
29.7027778,-98.1241667
40.9252778,-73.0477778
44.3580556,-89.0858333
37.6811111,-122.1233333
39.5094444,-76.1644444
31.952856,-102.171694
32.1736111,-81.3908333
33.6058333,-78.9733333
35.26284,-116.684635
39.3330556,-82.9825
30.5080556,-97.6786111
59.754722,-154.906111
35.2338889,-92.3875
39.0252778,-84.4175
39.2883333,-77.2041667
41.7847222,-73.9336111
32.735963,-96.275257
41.6005556,-93.6088889
43.1063889,-76.2180556
44.9430556,-123.0338889
41.85,-87.65
32.2216667,-110.9258333
43.5008333,-70.4433333
34.1477778,-118.1436111
46.1880556,-123.83
44.383333,-79.7
43.2658333,-70.865
38.8119444,-77.6366667
38.1069444,-103.5097222
42.4927778,-92.3427778
38.8338889,-104.8208333
39.6088889,-84.0077778
36.8816667,-82.7472222
32.7666667,-96.5988889
41.85,-87.65
46.0041667,-95.6825
47.9130556,-122.0969444
45.9266667,-116.1213889
43.0880556,-70.7366667
39.8083333,-104.9333333
39.9522222,-75.1641667
38.2538,-94.3356
53.5,-2.216667
27.4952778,-81.4411111
33.7738889,-117.9405556
38.6786111,-121.2247222
51.5,-3.2
41.5580556,-73.0519444
34.0736111,-118.3994444
37.7397222,-121.4241667
27.472833,94.911962
42.7325,-84.5555556
40.9852778,-86.8794444
37.3541667,-121.9541667
47.6777778,-116.7794444
33.4483333,-112.0733333
38.2544444,-104.6086111
37.9972222,-91.6141667
35.8533333,-79.5719444
45.583333,-62.633333
38.6786111,-121.7722222
42.9036111,-88.2522222
42.45,-73.2458333
-38.153461,144.358093
53.983333,-1.533333
25.7738889,-80.1938889
34.0983333,-118.3258333
41.2411111,-77.0013889
42.0833333,-71.3972222
51.883333,0.566667
48.8016667,-118.6058333
44.26,-72.5758333
27.9455556,-82.2580556
24.088938,32.899829
39.0997222,-94.5783333
51.05,13.75
40.8013889,-80.1275
45.3566667,-122.8388889
33.3061111,-111.8405556
38.7041667,-91.4372222
32.7833333,-96.8
42.93,-75.8530556
33.5016667,-117.6616667
35.6869444,-105.9372222
41.6638889,-83.5552778
38.6272222,-90.1977778
34.1477778,-118.1436111
38.6272222,-90.1977778
40.7141667,-74.0063889
44.0522222,-123.0855556
51.083333,-114.083333
51.025876,4.477536
35.7441667,-98.7472222
41.5580556,-73.0519444
41.7,-71.6833333
39.9355556,-91.4097222
34.4208333,-119.6972222
27.338936,88.606504
33.4486111,-84.455
47.0344444,-122.8219444
29.4238889,-98.4933333
39.6938889,-92.0427778
40.5866667,-122.3905556
50.768051,-103.782955
33.4358333,-86.1058333
34.2241667,-118.2391667
40.0380556,-75.2227778
37.4136111,-79.1425
39.9527778,-105.1680556
40.2013889,-77.1891667
40.5725,-111.859722
36.8252778,-119.7019444
32.7375,-101.9505556
3.139003,101.686855
36.2977778,-91.5158333
15.5,-88.033333
29.7630556,-95.3630556
47.6063889,-122.3308333
39.9522222,-75.1641667
32.7947222,-116.9616667
39.7683333,-86.1580556
29.8944444,-81.3147222
62.65992,17.63793
33.8894444,-118.1588889
42.5802778,-83.0302778
50.6,-2.45
42.2708333,-83.7263889
34.7394444,-114.2675
40.6883333,-75.2211111
40.9355556,-74.1866667
38.7522222,-121.2869444
35.2044444,-89.8738889
36.2166667,-81.6747222
41.2619444,-95.8608333
30.1763889,-85.8055556
49.883333,-97.166667
51.083333,-114.083333
32.3122222,-106.7777778
40.2969444,-111.6938889
39.2902778,-76.6125
36.8527778,-75.9783333
30.1763889,-85.8055556
40.3697222,-109.3341667
42.4644444,-83.3763889
40.4863889,-86.1336111
40.1672222,-105.1013889
32.7152778,-117.1563889
42.2411111,-83.6130556
51.75,-1.25
37.3488889,-108.5852778
32.7152778,-117.1563889
46.5147222,-122.1588889
33.8352778,-117.9136111
37.7922222,-78.6986111
47.9791667,-122.2008333
32.3666667,-86.3
39.5358333,-76.3486111
36.175,-115.1363889
36.0725,-79.7922222
25.9561111,-80.1394444
45.67,-121.8894444
41.785,-73.6944444
40.3275,-80.5961111
29.9544444,-90.075
44.9583333,-124.0166667
35.2377778,-106.6061111
33.5508333,-79.0416667
41.8011111,-74.7469444
37.6775,-113.0611111
40.7608333,-111.8902778
42.3211111,-85.1797222
42.3313889,-83.0458333
51.903238,8.385753
42.0083333,-76.6241667
33.1958333,-117.3786111
41.3747222,-83.6513889
37.7416667,-121.1233333
42.9463889,-71.5163889
28.5380556,-81.3794444
27.9472222,-82.4586111
39.028504,-76.503584
40.2652778,-76.7086111
29.4238889,-98.4933333
41.0647222,-86.2158333
26.187723,-80.196803
33.9133333,-78.3041667
41.576726,-74.382206
39.3119444,-121.4166667
42.6702778,-71.3025
42.3861111,-82.9119444
34.9386111,-82.2272222
39.4388889,-98.6944444
32.9477778,-112.7161111
32.7152778,-117.1563889
42.1155556,-75.9591667
47.6105556,-122.1994444
42.9,-78.933333
42.2833333,-71.35
37.3394444,-121.8938889
32.64,-117.0833333
40.8758333,-81.4025
29.7630556,-95.3630556
48.8466667,-122.5897222
50.016667,-125.25
40.7472222,-88.5147222
34.852618,-82.39401
-9.445638,159.9729
46.6022222,-120.5047222
40.485072,-78.724743
34.54,-112.4677778
33.6058333,-78.9733333
40.5569444,-75.18
38.2972222,-122.2844444
34.1513889,-89.6313889
46.62794,14.30899
31.8575,-103.0922222
34.0633333,-117.65
39.1619444,-84.4569444
39.0169444,-94.2813889
39.7627778,-86.3997222
40.6219444,-74.245
26.6636111,-80.7163889
37.2780556,-76.5041667
38.6172222,-121.3272222
53.25,-3.983333
40.8175,-73.0005556
40.1672222,-105.1013889
33.4222222,-111.8219444
42.7869444,-73.9713889
29.807988,-84.859352
24.5552778,-81.7827778
28.6608333,-81.3658333
40.9277778,-73.7522222
40.22646,-80.651466
41.3683333,-82.1077778
45.833333,-64.2
29.2105556,-81.0230556
37.5483333,-121.9875
36.175,-115.1363889
43.5408333,-116.5625
39.3330556,-82.9825
33.8302778,-116.5444444
33.4483333,-112.0733333
35.6919444,-84.8608333
35.8455556,-86.3902778
37.775,-122.4183333
